name,coordinate
e886f5ff-fd47-44e0-9aab-243a662296a8.jpg,373.0_5.0_86.0_80.0;606.0_16.0_168.0_112.0;419.0_194.0_209.0_168.0;
6fd66fde-9841-4562-b6fb-31c3c3986e6b.jpg,787_1_61_18;217_13_136_187;412_31_82_72;425_111_112_115;829_436_240_62;105_221_181_156;408_255_173_174;976_198_91_258;200_1_102_42;375_1_52_18;318_1_60_50;349_42_18_51;
c98dfe35-82c7-45f6-99e2-2a949bec534a.jpg,95_0_50_32;152_14_47_40;140_0_38_12;339_0_34_24;452_0_32_18;278_33_53_34;73_69_69_53;350_21_65_83;143_84_87_56;215_124_93_71;491_84_108_56;690_113_127_79;356_140_87_86;834_248_233_104;316_253_131_147;11_24_66_41;177_0_72_17;268_9_42_28;468_23_39_29;471_11_31_17;497_0_65_20;764_146_136_72;953_109_98_35;
018053b3-f077-429b-8cb6-076ff69fc42a.jpg,239_17_60_40;322_0_44_21;405_12_48_43;565_16_57_45;663_11_69_35;524_35_57_53;0_21_100_142;321_64_69_78;596_69_66_57;273_162_115_91;627_141_101_87;0_199_84_125;422_285_160_142;0_419_213_79;388_0_40_23;531_3_42_32;571_0_30_10;700_0_33_8;
4634b1ee-2a51-4798-b4b9-32e48c8df6c9.jpg,782.0_0.0_164.0_66.0;971.0_88.0_96.666666_192.0;583.0_101.0_217.0_225.0;1011.0_0.0_57.0_45.0;897.0_29.0_150.0_111.0;0.0_134.0_54.0_105.0;0.0_26.0_95.0_130.0;0.0_0.0_152.0_46.0;
394aa5dd-90db-4973-8548-80784ac9aafd.jpg,117_145_128_150;358_232_166_148;725_0_92_20;822_0_66_24;
bf81e72b-9c71-47da-82c0-02d541949fd6.jpg,125_0_80_34;226_10_86_93;310_62_117_106;484_103_103_137;120_207_190_166;38_0_27_24;
03489bf0-1438-4fcf-bef7-116c4d7886f5.jpg,390.0_227.0_143.0_142.0;48.0_305.0_196.0_190.0;
19d2b862-7397-4beb-894c-09b56dff2a6d.jpg,0_312_13_126;18_0_144_54;386_0_195_33;0_155_124_133;139_255_193_170;
54908a0c-0239-48a7-b6a0-fc6310b924b3.jpg,393_246_178_177;400_3_158_44;
af39a5c2-0d6e-4b9a-8682-13e4f1c486e8.jpg,0.0_178.0_119.0_164.0;182.0_251.0_197.0_177.0;
3de6cdfe-d170-412c-add3-707cfbfc2936.jpg,196_0_59_15;247_0_77_22;360_0_38_7;418_0_36_10;112_0_104_27;434_280_153_145;561_0_34_16;
2abbca3c-f91e-4ea2-8928-acb878ee1d15.jpg,347_1_125_102;176_4_71_91;197_108_126_119;1_218_56_191;123_263_233_222;232_1_62_15;26_2_52_10;
9f19b4b4-6568-4cd2-8b3e-f72e4d445c55.jpg,333_1_83_23;511_2_67_40;151_13_100_96;663_19_73_74;375_211_144_150;1_1_70_26;473_1_41_9;
e596ecf4-39a1-467b-8da7-c381b13f5d98.jpg,460.0_148.0_127.0_124.0;
b343a935-550b-4835-998a-ba2487a839be.jpg,347_240_184_164;560_105_89_77;780_22_211_118;877_11_25_15;
ca66b883-f7df-448b-ad0a-d3cb9e018d6c.jpg,0_222_27_85;87_10_143_51;115_80_167_98;385_217_166_156;
77697f7a-0219-4f4a-b5f9-04e546e0455d.jpg,784_11_123_43;6_0_91_31;210_0_69_61;138_71_94_88;302_25_74_67;413_30_75_67;397_80_84_84;412_182_142_126;118_227_163_148;590_216_166_140;371_355_207_148;116_27_106_49;756_2_83_16;
a7f4b957-075b-4e86-a8a3-d6a4b163edd8.jpg,366.0_29.0_128.0_118.666666;605.0_125.0_184.0_155.0;
6d0c01ab-ee2d-46bb-a588-b92e738c424d.jpg,495.0_0.0_80.0_36.0;460.0_16.0_80.0_66.0;304.0_81.0_129.0_98.0;0.0_122.0_80.0_126.0;378.0_407.0_228.0_93.0;247.0_218.0_197.0_148.0;
2f9b5abe-ee26-4316-97ae-b0b211832189.jpg,757_2_100_54;904_14_133_59;208_109_98_94;987_151_82_103;396_170_113_113;92_227_164_139;964_280_105_216;370_348_182_152;4_453_190_47;647_271_175_169;1052_21_17_41;504_0_55_16;
4439d01b-c5a4-4654-8d14-0dc98a8802e1.jpg,744_55_151_70;802_200_132_122;567_270_153_172;574_163_108_73;574_110_78_46;559_49_61_51;649_1_43_19;913_18_99_47;839_36_66_25;
2dd9f846-6809-4f31-a98d-ee3d908ede64.jpg,597_236_148_153;842_112_124_66;560_42_50_36;547_6_43_32;587_1_38_22;784_22_53_40;672_1_73_18;
7c9e8537-cd2c-4a37-bc1c-8675521d3768.jpg,192.0_0.0_58.0_20.0;431.0_12.0_67.0_50.0;0.0_64.0_30.0_57.0;1032.0_59.0_35.666666_65.0;95.0_32.0_89.0_90.0;287.0_276.0_155.0_147.0;
cc7e700d-b33c-4dfb-923a-735195be40c2.jpg,389_0_40_17;453_0_56_33;5_0_56_26;541_0_45_21;215_62_109_71;491_72_98_60;733_25_147_65;276_117_101_76;0_164_155_150;297_193_125_118;478_240_165_150;218_364_216_136;513_15_121_49;397_5_50_49;137_0_51_25;0_19_102_61;945_151_123_112;
83cb4047-0372-40e3-8f67-48657aa34bcd.jpg,1_26_53_31;653_1_53_18;973_3_96_24;331_100_80_78;706_233_135_133;157_2_95_42;950_1_30_11;
a09b61ac-c368-4660-8738-52422c226d7a.jpg,173_16_101_58;713_0_115_19;399_44_88_78;196_77_98_94;398_163_125_123;162_210_152_134;388_0_57_21;280_0_54_19;61_2_122_14;
7d303c8d-4688-4b33-a8dc-e182a667b29d.jpg,3_0_70_40;129_0_63_24;213_20_69_55;270_0_43_17;422_1_44_36;551_2_52_26;466_33_74_54;31_45_112_85;101_80_102_79;262_118_102_92;440_114_107_105;839_141_158_89;5_182_175_136;287_240_150_164;537_441_228_59;975_183_94_115;601_0_77_24;478_0_39_13;522_0_25_14;
a0390212-6e47-4cd8-97cb-cf46a01d639f.jpg,496_0_84_95;789_45_76_94;806_96_134_114;185_106_124_141;13_452_244_47;384_219_198_208;805_5_88_57;
fb3f5442-da69-43b2-aec6-480eb0238a7b.jpg,589.0_71.0_97.0_83.0;535.0_223.0_149.0_149.0;
b9bb6898-7071-4285-9ddd-095e2aeef921.jpg,775_0_101_34;0_15_74_119;513_43_175_146;868_95_197_152;0_83_58_153;577_0_118_33;897_0_171_94;
6cadac0b-c42b-4916-af1c-110eebb126df.jpg,24_2_89_45;198_99_137_106;457_76_149_105;2_135_97_162;264_218_158_161;351_1_89_42;959_19_109_85;915_3_94_64;
63980d3c-c122-4245-beb7-420d4fc12840.jpg,374_62_64_52;538_6_90_125;389_124_86_73;555_191_117_104;332_223_112_159;142_89_73_67;261_42_49_47;244_9_46_31;316_4_34_31;419_18_39_30;504_19_37_48;649_21_114_51;1_267_19_60;1031_7_38_40;330_1_32_19;1_21_42_27;
cc21e8f1-9400-4d47-8550-7db80fafd0af.jpg,0_34_20_24;223_6_67_24;362_8_66_36;654_20_43_33;724_15_46_45;987_0_82_14;276_33_61_39;331_128_85_68;496_124_79_70;420_258_136_148;11_15_77_33;89_3_57_27;125_13_65_25;486_86_66_53;660_0_37_25;706_159_112_130;2_426_212_72;
85092732-d108-471f-a290-3b76db1ed17f.jpg,0_43_94_87;250_59_129_76;551_30_85_69;348_103_136_119;154_272_199_169;
16f63c25-9ee1-4eef-a64d-73dea4e9b50a.jpg,981.0_0.0_87.0_32.0;362.0_0.0_78.0_89.0;489.0_159.0_167.0_155.0;0.0_41.0_74.0_60.0;
0aa41a16-557b-452d-bcc7-085d272c38ac.jpg,142.0_0.0_89.0_49.0;666.0_16.0_132.0_60.0;758.0_0.0_94.0_28.0;215.0_37.0_112.0_127.0;373.0_24.0_81.0_68.0;471.0_118.0_121.0_115.0;308.0_223.0_145.0_147.0;793.0_386.0_275.461538_113.461538;906.0_15.0_36.0_35.0;
2faf1cae-6483-49e3-988f-272629fe8c06.jpg,307.0_0.0_70.0_43.0;407.0_0.0_51.0_13.0;768.0_0.0_78.0_23.0;0.0_26.0_84.0_81.0;213.0_79.0_108.0_88.0;128.0_230.0_165.0_151.0;706.0_295.0_261.0_185.0;823.0_35.0_113.0_60.0;
3c74b81c-dd21-490f-9202-c35af95abd4e.jpg,79_1_88_28;618_3_76_22;751_1_91_23;1045_21_21_21;877_13_83_20;811_86_103_50;163_194_191_189;858_3_61_21;936_4_49_27;584_1_55_16;1029_14_35_20;49_1_52_6;1_2_10_14;
56b27e9a-dced-42f1-9458-35714adfdc0d.jpg,398.0_11.0_235.0_118.0;359.0_199.0_181.0_168.0;
fc7c47de-4829-426f-b88b-8b5d6c20fc2f.jpg,134_9_96_68;422_65_109_157;387_352_228_143;24_235_215_188;12_3_97_33;413_6_120_76;
89ede1bf-b7e0-41ad-9b81-ee76a1b8c9d5.jpg,370_233_169_175;0_84_74_106;0_151_28_92;
160ab4ee-8921-4a03-80fc-f981af287c14.jpg,10_1_60_13;99_1_59_8;268_1_72_47;165_68_116_100;590_62_218_103;241_139_145_124;1_277_120_166;242_280_190_180;436_1_46_6;
7b7dab5a-e68a-4181-bcf3-b05763325c21.jpg,1026_1_43_22;835_1_126_43;534_201_150_174;831_241_233_205;
c4a9a51e-2f62-401e-bb79-160f4a5108e3.jpg,183.0_86.0_121.0_112.0;111.0_249.0_176.0_163.0;342.0_68.0_270.0_412.0;
8c4d4d75-79ac-4ab0-b63f-454f4e2f17c0.jpg,529_1_96_81;211_44_119_96;835_1_78_54;138_170_160_155;403_229_185_177;792_16_100_90;915_1_44_9;
8e0eadc5-6e6f-4687-8644-34ce358a80aa.jpg,973_0_96_56;145_209_209_167;436_192_189_186;0_324_230_176;
e2beb177-858e-474f-a4a7-dbc9d857363a.jpg,226_4_64_33;355_1_46_13;461_3_66_41;628_8_68_50;154_15_77_71;798_17_142_52;37_31_89_62;229_49_94_78;677_64_80_73;993_58_75_77;406_74_81_73;543_98_102_93;753_87_111_111;364_158_113_107;251_379_215_121;590_261_174_159;896_308_173_185;25_3_52_44;79_6_70_39;208_1_44_11;535_1_56_20;852_1_68_26;24_1_68_8;
43ecc079-d17c-49f7-a519-bd997aa0740a.jpg,1.0_27.0_114.0_162.0;279.0_48.0_185.0_191.0;664.0_225.0_266.0_244.0;584.0_0.0_113.0_45.0;822.0_1.0_199.0_116.0;967.0_79.0_98.0_128.0;
77648f8c-d75b-43f9-8e76-042a2938fe88.jpg,126_1_153_51;183_185_236_250;1_72_130_408;
b73f65d2-0eb2-48c7-a4a4-60bab31e2abe.jpg,436_224_177_155;44_369_247_131;
92ca67b7-9ecf-44e4-81d1-77ef7d75c055.jpg,567_71_107_124;238_141_121_116;403_162_133_114;1027_190_37_205;113_253_180_162;422_1_136_18;74_482_174_18;184_1_103_5;
19a46e3c-8cc1-4658-ba27-357cad08bb5f.jpg,741_1_127_26;462_55_120_140;1_10_71_42;
85bffd60-14d0-4aec-a75e-ac1459e0bdb2.jpg,64_0_118_72;532_0_93_73;291_48_135_121;495_55_120_110;433_177_181_180;411_431_288_68;114_219_205_189;
3901f7ef-4307-4cdf-ad03-7e22ff2a1701.jpg,342_22_64_43;790_7_82_27;899_9_73_29;962_10_48_25;996_13_73_30;6_22_71_53;234_55_101_87;316_68_134_150;36_150_330_331;0_0_44_41;436_0_60_66;491_0_30_24;775_0_54_17;829_0_51_22;893_1_64_15;
18e7aee1-d474-41fb-8d49-28e1a8e1dd65.jpg,520_257_211_204;92_321_302_179;244_194_173_133;
ab821897-2ac5-4c25-821a-3c83753853ec.jpg,13_39_75_80;546_76_143_88;1_229_117_204;242_228_188_175;1_14_31_69;405_1_53_3;
3765cebd-191d-41ff-a8f7-b51f2e0cc429.jpg,683.0_182.0_144.0_151.0;447.0_243.0_140.0_159.0;
e495711b-d72b-4317-bd71-aa9c44c23a4c.jpg,419_81_89_101;561_109_123_136;320_204_154_221;569_299_181_199;
01d95612-56a0-4814-a1d6-0d5e91de8ff7.jpg,134_52_73_55;318_85_76_75;267_183_128_102;456_252_121_144;198_55_78_67;223_22_71_31;308_25_68_41;327_1_48_17;387_1_39_19;988_203_80_293;426_1_18_11;
2fe1cb66-1fb3-489a-825c-bd333a13ac7e.jpg,0.0_250.0_125.0_164.0;314.0_235.0_207.0_176.0;
6923ec00-48b0-4094-9ee4-322f19187eeb.jpg,79_12_112_103;286_51_88_86;492_114_106_100;467_293_185_171;490_1_58_26;1015_1_54_19;365_1_62_24;95_1_70_34;
4cc6c6eb-bd18-4f72-b512-48b45bfa8357.jpg,49.0_0.0_124.0_73.0;426.0_0.0_109.0_55.0;581.0_0.0_93.0_44.0;206.0_0.0_99.0_100.0;255.0_78.0_142.0_113.0;80.0_232.0_228.0_184.0;
675c76a0-416f-4255-9dde-57f01cfcb434.jpg,387.0_2.0_183.0_58.0;198.0_174.0_171.0_259.0;
3a81c905-1525-49c8-ae66-4ecef6930a2a.jpg,531.0_253.0_193.0_187.0;
b71630a2-bbd5-44ba-ab2d-97f2885caeb9.jpg,981_14_86_56;853_123_125_107;936_240_133_109;21_413_252_86;165_186_171_186;401_236_207_202;1034_121_35_70;
510db20f-fb9b-4fe8-9472-8f9619aaf755.jpg,174_0_113_23;449_0_97_40;555_0_80_47;283_45_103_97;549_38_99_98;481_169_151_155;498_365_251_135;148_195_229_174;
a14af8cc-84b3-4337-ab31-bc2289f11fd8.jpg,576_286_167_190;171_22_47_35;782_23_39_33;
9b7504ea-5cb9-4d02-9e06-4cfa94c55a59.jpg,807_1_113_48;42_49_108_88;315_59_78_85;1_80_81_98;159_77_93_79;378_104_120_98;731_71_183_98;84_133_117_105;297_175_124_101;8_214_151_133;321_284_168_146;1_356_124_144;609_314_223_174;179_416_394_82;76_25_82_42;94_1_62_41;191_42_86_58;190_23_66_42;297_31_66_52;266_10_88_43;474_24_174_62;1_152_20_61;68_1_120_40;523_1_46_22;578_1_56_19;803_42_155_59;
033f7463-7fae-4b7d-bc2d-db7629791fef.jpg,133_15_96_61;132_78_119_114;4_376_240_124;145_162_204_153;429_254_182_186;
676d7217-9910-464e-a7cb-dfeb9d2c10a7.jpg,247_1_69_16;507_1_58_19;1_1_127_29;405_1_77_66;669_19_77_55;530_45_92_78;684_56_109_83;4_125_163_141;526_158_141_129;279_204_182_186;795_218_259_223;
c008fadd-547b-4d88-b370-ca8251ec16e2.jpg,407.0_0.0_97.0_58.0;252.0_32.0_120.0_98.0;431.0_72.0_106.0_89.0;23.0_238.0_219.0_176.0;363.0_259.0_192.0_188.011364;286.0_0.0_83.0_34.0;
a93d2cd6-ad9d-4994-ae31-c2850c8b1e8d.jpg,216_90_98_92;365_110_115_95;1023_210_46_165;0_439_247_61;140_218_170_151;368_260_196_179;
2fa448c2-c402-491a-866b-d32a7c5daded.jpg,394.0_0.0_85.0_27.0;335.0_17.0_84.0_72.0;565.0_41.0_88.0_89.0;36.0_123.0_167.0_124.0;985.0_134.0_84.0_104.0;584.0_187.0_160.0_154.0;1019.0_62.0_50.0_47.0;
bcddc63c-53ae-4da6-bea5-cfa2f7a23e51.jpg,704_3_129_62;201_43_91_75;402_1_141_185;201_139_128_131;400_204_151_153;953_299_114_184;595_235_184_155;143_1_97_38;
a82667d5-1976-4d0d-8132-72ecc92f6010.jpg,1_1_27_21;230_1_38_30;448_1_38_26;491_9_39_28;756_2_56_21;858_4_78_29;923_14_76_30;1001_14_42_22;384_21_55_35;344_103_70_67;160_239_176_124;798_1_23_7;785_3_73_30;1023_11_45_31;1011_58_57_55;386_39_74_72;918_1_35_17;
3fc25293-ebfc-46a8-bf07-142d61eba74f.jpg,598_39_182_100;887_28_153_71;1_217_51_178;177_265_204_172;103_1_105_9;
08a39c17-2d0a-43a8-9e0d-0c84572b5856.jpg,0_3_58_44;132_0_50_19;546_0_49_34;37_73_139_69;229_122_125_91;283_255_145_149;602_0_71_18;527_0_18_17;
eb807391-706e-4320-8f12-43a36f42a2a9.jpg,47_5_46_20;268_14_43_37;336_27_43_33;1008_2_61_42;225_36_56_60;415_63_56_49;504_36_37_36;568_52_61_44;884_53_174_74;123_86_78_69;611_66_139_132;49_209_136_122;361_192_112_111;557_235_147_153;299_452_184_48;305_0_32_29;432_6_31_30;441_0_32_16;419_38_51_27;490_6_38_30;514_0_32_20;
96b26c8e-a6e5-46eb-815d-fd25c070cd52.jpg,121_1_36_23;157_3_44_32;234_14_50_38;315_19_45_29;452_1_37_23;59_4_58_36;274_57_62_58;377_48_59_47;686_86_106_49;32_131_117_93;86_179_196_231;601_138_91_82;744_127_191_58;742_157_200_80;876_249_193_109;783_391_272_109;385_134_204_284;24_1_55_29;52_33_77_48;470_11_42_30;517_2_28_20;538_12_31_29;554_25_38_27;707_106_124_66;796_209_203_90;1_269_25_93;1_31_9_34;839_101_124_50;977_98_70_38;544_1_29_12;211_1_29_8;1_1_31_7;
3d29b028-7969-4951-ad54-4187276bc179.jpg,126_13_64_47;265_1_50_27;501_1_45_33;598_1_57_26;728_1_66_29;23_18_89_45;186_18_70_57;7_60_97_69;107_76_93_77;419_73_75_63;560_35_68_59;135_91_116_124;757_92_105_96;390_138_104_86;679_153_149_99;562_227_146_145;324_271_159_150;601_443_234_57;822_276_209_159;77_2_60_40;847_1_57_24;912_1_45_17;999_1_68_36;693_1_37_16;316_1_23_5;230_1_38_4;1_1_59_26;
d1bbf5c7-25a3-48a7-8fc9-dd4a53251fe5.jpg,1044_186_25_102;203_1_132_56;899_1_138_124;1_130_63_111;451_133_189_202;730_157_241_205;1_32_83_117;40_1_122_45;887_1_34_35;
d574ecff-bba2-4083-a809-01102db823fa.jpg,130_1_45_52;456_1_60_35;301_14_75_74;467_45_79_80;450_169_150_167;174_149_196_211;1_1_39_49;960_1_99_21;
036c3249-f744-4b64-a654-af8a72709299.jpg,456_29_59_49;224_31_88_64;589_49_110_70;480_110_104_87;730_74_154_96;1007_153_61_83;425_274_140_121;6_350_282_148;576_1_48_25;434_11_61_42;401_1_43_13;
caa3f8bc-2581-4f88-88c0-2495906e5ed1.jpg,866_253_200_89;86_238_160_136;403_265_158_164;748_362_239_131;1_1_40_13;474_14_39_27;515_3_34_24;
f08fd261-27c8-4882-9770-22a89f51ce3f.jpg,9_1_45_38;519_1_54_26;819_1_114_45;58_21_81_62;1_115_36_89;300_58_97_143;770_68_142_81;85_128_103_92;2_238_154_148;404_1_42_11;404_1_42_11;271_285_170_186;1_400_114_100;584_3_48_20;686_3_60_31;958_41_31_24;896_71_82_41;760_27_131_38;937_442_129_52;51_1_31_16;
6061bafd-e9d7-47f6-bffc-606d456b9535.jpg,358_2_49_25;49_14_81_62;474_7_64_74;296_37_86_65;305_81_100_79;247_143_107_102;502_138_108_120;383_449_253_51;468_1_47_13;
186f360e-003d-42db-afd6-6469fc00fc03.jpg,878_1_175_105;0_135_16_71;924_103_143_157;496_39_160_140;0_59_92_113;42_0_127_47;1006_0_63_48;
2fe42917-4597-43d0-922a-8bdedd451850.jpg,1_36_121_57;636_1_139_38;788_8_100_59;590_21_107_59;128_67_130_88;431_247_159_149;76_165_249_268;534_1_110_14;1049_1_20_42;
1e399a7a-f516-4b59-8684-a7eb4f5c6211.jpg,337_1_69_44;459_3_84_61;741_1_195_56;269_118_142_156;1_6_70_39;941_2_75_32;
2c1c20fb-6279-4c0c-b757-629a6a1e1357.jpg,880_1_128_101;1_34_107_131;942_188_127_214;298_34_162_162;1_161_57_72;964_72_102_130;34_1_111_77;
54918783-ff62-4052-beab-a0decfde1b64.jpg,340.0_23.0_98.0_99.020834;500.0_26.0_97.020834_101.0;0.0_402.0_236.0_98.0;267.0_152.0_180.020834_152.0;451.0_194.0_199.0_193.020834;
3073c3da-82a6-4c70-a564-bae3035b4c14.jpg,517.0_35.0_90.0_103.0;479.0_207.0_153.0_156.0;
7750a82f-6e7d-4791-be27-20643bd2d4fa.jpg,813_0_120_43;25_58_92_70;286_0_147_193;124_97_102_80;249_232_165_157;1_160_175_338;38_0_40_12;0_0_42_44;506_0_64_40;822_33_116_34;908_61_107_45;
e87cf008-df4b-4c53-8521-aaa02831d2e0.jpg,251.0_0.0_85.0_38.0;623.0_0.0_69.0_52.0;111.0_70.0_124.0_78.0;577.0_51.0_96.0_72.0;727.0_27.0_82.0_66.0;781.0_95.0_118.0_96.0;180.0_159.0_132.0_113.0;484.0_209.0_149.0_142.0;749.0_230.0_191.0_184.0;
f4b031de-f175-45db-b6aa-fb98a0b9a634.jpg,228.0_14.0_62.0_45.0;318.0_0.0_51.0_26.0;408.0_1.0_47.0_27.0;111.0_31.0_61.0_46.0;0.0_34.0_71.0_46.0;136.0_43.0_85.0_69.0;250.0_53.0_101.0_108.0;492.0_66.0_70.0_58.0;598.0_95.0_82.0_71.0;672.0_149.0_123.0_123.0;209.0_176.0_131.0_135.0;398.0_261.0_149.0_128.0;632.0_285.0_172.0_156.0;0.0_352.0_245.0_146.0;1.0_4.0_58.0_35.0;393.0_0.0_21.0_16.0;531.0_34.0_50.0_48.0;
9688597a-5355-4aca-917d-6650fb0fe060.jpg,201_1_101_21;422_1_33_17;462_1_60_40;541_1_41_32;543_29_60_48;131_30_79_64;240_36_52_42;601_73_65_56;52_92_100_81;496_116_88_80;628_144_110_87;422_239_164_148;649_259_180_153;215_419_421_75;1_68_407_432;526_1_24_14;286_36_110_62;321_10_61_42;354_1_39_9;
76c1305c-643a-4098-b34a-0ae8d735b5f7.jpg,256_0_55_26;314_0_57_44;504_22_64_50;625_13_69_53;426_59_77_62;587_116_96_80;337_182_118_110;803_179_142_109;571_280_160_146;0_58_45_60;537_0_40_26;614_0_49_27;869_0_44_35;829_0_42_18;1005_0_63_54;0_0_80_16;118_1_44_8;
59449dba-b10f-421d-b670-4303b8e7b923.jpg,280_9_80_64;255_45_88_99;901_26_147_78;35_68_137_122;466_150_130_119;834_122_197_112;123_253_223_239;262_1_88_16;1029_121_40_77;
393565d8-0947-4e96-8265-00e88fbd5ad1.jpg,0.0_45.0_80.0_53.020834;203.0_101.0_104.0_91.020834;178.0_182.0_198.0_200.020834;956.0_10.0_80.0_22.0;
85a735ca-e275-4adb-ada0-01fa86eeaa38.jpg,26.0_36.0_126.0_65.0;508.0_82.0_108.0_87.0;708.0_69.0_105.0_104.0;161.0_162.0_140.0_120.0;697.0_247.0_193.0_154.0;436.0_244.0_176.0_167.0;
28e8c9e0-81f8-47d5-b9a0-40afd3b604a0.jpg,215_47_119_100;742_18_143_85;951_113_108_108;143_229_200_206;457_194_239_302;
5a691a82-395d-48af-a912-b8a839cfaf4a.jpg,1_1_30_24;271_12_55_41;315_23_65_45;615_15_55_39;673_9_66_33;539_33_61_40;178_1_90_74;67_61_88_65;238_53_79_68;433_41_61_54;644_60_85_72;844_35_140_50;149_87_117_102;513_76_68_76;262_153_106_113;604_128_100_79;463_165_104_116;719_223_138_122;88_273_200_184;52_35_64_41;66_1_65_41;283_1_50_26;332_1_58_17;428_21_73_43;534_8_45_27;528_1_68_20;642_33_62_43;
efd869d0-3592-4799-a430-032698484808.jpg,892.0_33.0_175.75_115.0;955.0_117.0_111.75_175.0;472.0_150.0_178.0_186.0;0.0_28.0_80.0_132.0;0.0_127.0_28.0_106.0;1014.0_1.0_53.0_46.0;
b92fb29b-1dd8-474f-8651-b99e697d360f.jpg,226_0_78_14;435_0_94_71;535_0_89_71;500_71_113_119;149_202_220_173;
2807665b-877d-4e30-9929-ebeb0239e596.jpg,995.0_0.0_73.0_17.0;349.0_149.0_102.0_81.666666;664.0_161.0_104.0_92.0;816.0_139.0_109.0_90.0;161.0_251.0_189.0_137.666666;933.0_253.0_135.666666_159.0;683.0_348.0_195.0_151.666666;
985fe5f3-63b2-4e94-9670-1b317027f148.jpg,420_1_72_45;527_1_57_39;688_77_131_69;824_73_146_87;236_104_94_90;4_2_73_61;66_1_18_14;807_2_124_53;
bcdf8cb3-2700-47bb-88ed-e9b65ca8a784.jpg,535_0_67_28;247_1_129_54;54_53_128_93;0_172_60_153;335_214_167_211;
0925a54c-51fe-41f7-9fb4-cc89b87a3335.jpg,125_1_131_25;346_1_111_30;491_15_118_60;450_60_102_92;646_89_124_100;465_205_145_163;204_164_166_151;645_200_186_171;59_327_262_169;15_1_80_30;593_1_67_19;667_1_77_45;610_23_86_62;842_435_225_63;975_1_92_24;800_1_114_19;550_1_40_9;536_483_155_17;
89ec543c-f036-4cc7-866a-b7edfd3bfdd9.jpg,277_1_54_15;182_1_65_59;417_53_77_71;548_1_130_128;109_111_114_95;332_260_159_171;1029_19_39_48;717_2_63_14;30_1_75_11;126_1_47_6;
84e7e710-0fe2-4604-bd07-f1d98e30b722.jpg,178_4_59_26;275_2_77_36;708_1_75_38;195_22_81_49;553_17_83_58;1_42_114_84;402_65_124_80;737_45_80_79;508_124_130_99;756_183_156_142;92_252_222_217;431_349_227_151;
a9dc7945-f669-4480-ac9d-49e643932fbf.jpg,400_1_63_11;626_1_92_38;1_1_74_58;146_9_123_67;591_30_87_66;226_98_116_104;575_96_112_100;154_231_174_158;534_368_213_132;198_1_46_9;
d4790eeb-af37-47d8-8fa5-752692a3a655.jpg,0_30_49_30;935_0_77_24;988_0_81_31;694_241_180_177;0_22_40_16;138_0_64_13;
25dd51a1-4832-463b-9acc-5f6faeb359d0.jpg,0_0_110_39;0_104_37_61;407_0_156_55;0_229_147_173;195_231_183_155;470_261_208_178;631_16_166_53;
6c4750d0-fda5-44ef-990b-c6843dff606b.jpg,192.0_163.0_243.0_252.011364;545.0_197.0_167.0_189.0;914.0_352.0_153.0_146.011364;528.0_438.0_213.0_61.011364;
162efd4d-a4c3-471e-98d5-af8b80da48e3.jpg,76.0_4.0_95.0_55.0;783.0_0.0_118.0_30.0;236.0_64.0_99.0_85.0;521.0_95.0_112.0_101.0;765.0_91.0_101.0_99.0;192.0_179.0_134.0_124.0;456.0_209.0_145.0_140.0;802.0_449.0_256.0_51.0;736.0_253.0_196.0_172.0;
b01a1245-4ea9-4dd6-aa86-a2950e6b6b1a.jpg,224_1_98_49;473_29_99_76;700_22_142_74;130_69_107_133;582_168_135_126;81_246_191_182;806_369_254_131;764_1_82_24;
2f6c72c3-2ae5-4c74-b2d1-8f40bdcacf56.jpg,1_6_55_42;141_1_44_22;182_1_56_34;260_1_48_35;541_1_40_29;216_27_63_52;24_88_164_72;940_173_127_127;462_115_232_269;673_2_54_33;585_1_69_20;525_1_16_16;228_1_32_15;72_1_38_10;
1327f6f0-48d3-4b17-8b87-6f24893b3868.jpg,536_1_64_31;854_1_71_36;60_12_98_75;274_19_97_76;641_7_83_56;580_35_90_71;27_76_134_104;268_68_91_89;518_82_126_115;737_85_95_83;386_382_217_117;118_245_188_151;709_172_359_330;51_1_104_16;304_1_81_16;656_1_69_15;750_39_78_61;724_1_72_10;597_1_40_4;
6955961a-8f38-4d8b-84e7-e1d12ca830d6.jpg,520_117_86_91;373_178_97_94;561_252_146_143;295_254_168_215;281_1_27_20;308_1_20_7;328_1_32_11;376_1_24_16;360_1_10_6;476_1_27_10;1050_20_19_25;
922588bc-a92e-443c-bb61-849ae84831e4.jpg,545_4_42_27;460_37_60_48;378_265_158_146;636_16_176_181;859_17_156_43;855_38_104_51;237_1_84_23;1049_183_20_44;774_1_42_13;853_1_42_9;
ad27dfe4-7f87-423c-b5f0-bd18d0d3fa9b.jpg,412_26_64_40;1_47_21_34;274_47_60_41;653_27_51_38;369_65_64_80;696_196_128_116;186_248_191_167;272_487_152_12;1_21_40_30;694_1_45_17;664_52_63_71;
c7da6269-05f5-43fc-b34b-c1e3d7b558c3.jpg,473.0_19.0_98.0_85.0;0.0_126.0_200.0_129.0;459.0_190.0_176.0_165.0;75.0_241.0_222.0_194.0;686.0_1.0_105.0_31.0;
96d96401-1908-4a4d-8000-d742f7056ece.jpg,687.0_38.0_184.0_60.0;3.0_200.0_96.0_165.0;211.0_227.0_173.0_200.0;
