filename,probability
J01_2018.06.27 10_11_40.jpg,0.076591
J01_2018.06.27 10_13_08.jpg,0.996303
J01_2018.06.27 10_15_15.jpg,0.558322
J01_2018.06.27 10_15_59.jpg,0.288551
J01_2018.06.27 10_19_01.jpg,0.3913
J01_2018.06.27 10_20_25.jpg,0.135398
J01_2018.06.27 10_21_09.jpg,0.100634
J01_2018.06.27 13_21_00.jpg,0.105546
J01_2018.06.27 13_23_50.jpg,0.998639
J01_2018.06.27 13_26_29.jpg,0.998992
J01_2018.06.27 13_30_08.jpg,0.935039
J01_2018.06.27 13_38_19.jpg,0.475433
J01_2018.06.27 13_48_38.jpg,0.999925
J01_2018.06.27 13_49_38.jpg,0.620898
J01_2018.06.27 13_50_31.jpg,0.964089
J01_2018.06.27 13_51_01.jpg,0.921983
J01_2018.06.27 13_51_49.jpg,0.999753
J01_2018.06.27 13_53_09.jpg,0.0
J01_2018.06.27 13_53_40.jpg,0.581256
J01_2018.06.27 13_55_10.jpg,0.580944
J01_2018.06.27 13_55_33.jpg,0.311691
J01_2018.06.27 14_00_17.jpg,0.999426
J01_2018.06.27 14_00_55.jpg,0.888486
J01_2018.06.27 14_06_38.jpg,0.067884
J01_2018.06.27 14_14_00.jpg,0.790627
J01_2018.06.27 14_18_50.jpg,0.0
J01_2018.06.27 14_21_00.jpg,0.059032
J01_2018.06.27 14_37_21.jpg,0.169234
J01_2018.06.27 14_42_34.jpg,0.054843
J01_2018.06.27 14_46_52.jpg,0.999637
J01_2018.06.27 14_47_49.jpg,0.989883
J01_2018.06.27 14_57_29.jpg,0.294047
J01_2018.06.27 14_59_07.jpg,0.229931
J01_2018.06.27 15_01_24.jpg,0.105409
J01_2018.06.27 15_02_40.jpg,0.996055
J01_2018.06.27 15_03_08.jpg,0.0
J01_2018.06.27 15_09_55.jpg,0.992721
J01_2018.06.27 15_12_48.jpg,0.204012
J01_2018.06.27 15_16_28.jpg,0.066585
J01_2018.06.27 15_16_37.jpg,0.461894
J01_2018.06.27 15_21_12.jpg,0.207345
J01_2018.06.28 13_17_21.jpg,0.34493
J01_2018.06.28 13_19_11.jpg,0.063354
J01_2018.06.28 13_19_22.jpg,0.185177
J01_2018.06.28 13_19_57.jpg,0.999544
J01_2018.06.28 13_21_07.jpg,0.508211
J01_2018.06.28 13_22_33.jpg,0.148424
J01_2018.06.28 13_22_38.jpg,0.0
J01_2018.06.28 13_23_00.jpg,0.104336
J01_2018.06.28 13_25_05.jpg,0.087904
J01_2018.06.28 13_31_12.jpg,0.994674
J01_2018.06.28 13_34_30.jpg,0.0
J01_2018.06.28 13_38_06.jpg,0.461093
J01_2018.06.28 13_38_55.jpg,0.410368
J01_2018.06.28 13_44_44.jpg,0.0
J01_2018.06.28 13_49_39.jpg,0.999576
J01_2018.06.28 14_00_48.jpg,0.0
J01_2018.06.28 14_02_02.jpg,0.0
J01_2018.06.28 14_06_23.jpg,0.999584
J01_2018.06.28 14_09_41.jpg,0.621462
J01_2018.06.28 14_12_32.jpg,0.961156
J01_2018.06.28 14_12_46.jpg,0.999779
J01_2018.06.28 14_15_44.jpg,0.157841
J01_2018.06.28 14_21_19.jpg,0.750106
J01_2018.06.28 14_25_16.jpg,0.902592
J01_2018.06.28 14_25_31.jpg,0.0
J01_2018.06.28 14_30_19.jpg,0.987154
J01_2018.06.28 14_32_31.jpg,0.445281
J01_2018.06.28 14_32_46.jpg,0.15147
J01_2018.06.28 14_34_18.jpg,0.089465
J01_2018.06.28 14_34_30.jpg,0.114994
J01_2018.06.28 14_34_43.jpg,0.227121
J01_2018.06.28 14_36_17.jpg,0.966552
J01_2018.06.28 14_39_08.jpg,0.221933
J01_2018.06.28 14_45_06.jpg,0.9621
J01_2018.06.28 14_48_12.jpg,0.922416
J01_2018.06.28 14_52_18.jpg,0.0
J01_2018.06.28 14_58_31.jpg,0.963922
J01_2018.06.28 14_59_02.jpg,0.235964
J01_2018.06.28 15_02_50.jpg,0.995688
J01_2018.06.28 15_04_18.jpg,0.0
J01_2018.06.28 15_10_24.jpg,0.996125
J01_2018.06.28 15_12_33.jpg,0.619573
J01_2018.06.28 15_14_43.jpg,0.937951
J01_2018.06.28 15_18_51.jpg,0.967303
J01_2018.06.28 15_22_02.jpg,0.0
J01_2018.06.28 15_22_15.jpg,0.163816
J01_2018.06.28 15_23_54.jpg,0.456973
J01_2018.06.28 15_25_03.jpg,0.110878
J01_2018.06.28 15_25_25.jpg,0.0
J01_2018.06.28 15_29_30.jpg,0.859464
J01_2018.06.28 15_31_40.jpg,0.092555
J01_2018.06.28 15_36_56.jpg,0.08071
J01_2018.06.28 15_42_34.jpg,0.107843
J01_2018.06.28 15_44_45.jpg,0.932607
J01_2018.06.28 15_45_01.jpg,0.0
J01_2018.06.28 15_47_09.jpg,0.999224
J01_2018.06.28 15_48_26.jpg,0.680516
J01_2018.06.28 15_51_35.jpg,0.458685
J01_2018.06.28 15_52_02.jpg,0.232882
